review_id,user_id,rating,text,time_created,business_id,business_name,location,category
Txxv3n3fVDKmSUC9BEPdBA,qyABUxHguGnzJGsoMVm2LA,5,Such a fun place to grab a drink and dance like you never knew you could! Great bands and cozy atmosphere.,2024-08-28 16:41:19,RIiphmnqXCUL86SKj-uZ-A,Blind Willie's,"828 N Highland Ave, Atlanta, GA 30306",Jazz & Blues
wwnUailLRmmwel6_CaTq_Q,AvBlw-1GNgGBvfGKfp-0ag,5,"Absolutely loved this overall experience. Came on Valentine's Day which can sometimes be chaotic but it was so great. Our server, Shameka, was amazing, knew...",2025-02-20 14:57:59,MurRZhxMFipelvK2zzHRaw,The Iberian Pig,"3150 Roswell Rd NW, Ste A3, Atlanta, GA 30305",Tapas Bars
EKQtwHQ72pCKbsvWldFdTA,G6DsO7ViO-XX7_xQF4Y3OA,5,"Came here for my son's 15th birthday and let me just say, if there was a way to leave 6 stars this restaurant would earn it (as my son so put it).  The meal...",2025-01-25 17:18:57,MurRZhxMFipelvK2zzHRaw,The Iberian Pig,"3150 Roswell Rd NW, Ste A3, Atlanta, GA 30305",Tapas Bars
ccC1Yx7M69w6L9dlCydPIQ,jpvMnToAIQtcw-dNi5EUkw,5,Great bar selection. Menu is varied. Charcuterie options were also diverse which had our table excited about trying some things.  Nothing to change at all....,2024-12-26 06:30:00,MurRZhxMFipelvK2zzHRaw,The Iberian Pig,"3150 Roswell Rd NW, Ste A3, Atlanta, GA 30305",Tapas Bars
1g4biuKrlKutHx4O973FNA,SMm0DCrdOG6Agnoy_8P3lA,5,The food was incredible and the service was amazing. The environment was also nice but we were seated on the middle table of the room so there were always...,2025-03-18 17:10:36,NDvXI500LkmWjtOhk4MCZw,Lyla Lila,"693 Peachtree St NE, Ste 118, Atlanta, GA 30308",Italian
sdTfyAqLOZYsy4O0okGUGw,ibjDVMPei9FuEFS8UMEWog,5,"Lyla Lila is a destination for tasty, creative Italian food. The restaurant's Midtown location has been open for five years.

Chef-partner Craig Richards...",2025-03-22 13:20:54,NDvXI500LkmWjtOhk4MCZw,Lyla Lila,"693 Peachtree St NE, Ste 118, Atlanta, GA 30308",Italian
9Z_8Hae8VfBCIl8m1zSjVw,HjNkiA3ls5DDveebP_zHJw,4,"Popped in last night before our show at the Fox for an overdue reservation! 

We began our dinner with the Soul Vaccination (spin on an old fashion with...",2025-02-01 18:08:59,NDvXI500LkmWjtOhk4MCZw,Lyla Lila,"693 Peachtree St NE, Ste 118, Atlanta, GA 30308",Italian
gvMG5hqrS1KB1avNHfOnyw,djwK1sVoBGRK--Nli3INUw,5,"With so many restaurants closing in the area, there's a reason The Optimist continues to thrive--it's simply that good. From the moment you arrive,...",2025-03-26 20:30:47,7895YHS5qGu03R-C6aYg9g,The Optimist,"914 Howell Mill Rd, Atlanta, GA 30318",Seafood
DpgVKLPl4N-4-EWrMD9fkw,z05vAs-xIv09jG4yx9QNSw,4,"This was my first time at the Atl location of the Optimist. The space is very cool, though a little too dark. I literally saw people using the flashlights...",2025-03-12 15:29:24,7895YHS5qGu03R-C6aYg9g,The Optimist,"914 Howell Mill Rd, Atlanta, GA 30318",Seafood
T40RgFmPUMw6cIRLd2nLgA,Qqx7VFU13Ykx2oFDxBEnxQ,4,We eat here a lot. Food is always outstanding and service is always top notch. Great oyster selection. They just did a renovation and it looks gorgeous...,2025-01-28 08:34:07,7895YHS5qGu03R-C6aYg9g,The Optimist,"914 Howell Mill Rd, Atlanta, GA 30318",Seafood
hnvN8oMCtUvefuOBD1HNyA,WYwnNhSqFiuHCVrBWkeKTw,5,"Solid choice for Latin food in ATL! 

I've been a couple of times, but most recently for the Valentine's Day experience: Cupid's Cove. The decor was...",2025-03-06 13:58:55,6OQOVOqUd8CPkdff-lgqwA,AltaToro,"33 Peachtree Pl, Atlanta, GA 30309",Latin American
FQAE4u1jwqnC0iIGmiod5Q,-MLsVjybtAYckDgT2CPLhg,4,"AltaToro: A Lively Experience with Fire & Flavor!

I went to AltaToro for a friend's birthday dinner, and overall, it was a solid experience! They had a...",2025-02-28 09:20:42,6OQOVOqUd8CPkdff-lgqwA,AltaToro,"33 Peachtree Pl, Atlanta, GA 30309",Latin American
